1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
3019,"06209","029003","3","","","","山形県","長井市","森","森入",78,1,-,2,5,2,7,1,7,3,5,2,4,4,19,6,4,4,-,2,-,-,-,4116,53.2692307692,3,40,35,10,2,-,40,-,-,1,3,1,3,1,3,3,2,1,1,2,10,4,3,2,-,-,-,-,-,2122,53.5500000000,1,20,19,5,-,-,38,1,-,1,2,1,4,-,4,-,3,1,3,2,9,2,1,2,-,2,-,-,-,1994,52.9736842105,2,20,16,5,2,-
3020,"06209","029004","3","","","","山形県","長井市","森","前山",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3021,"06209","0300","2","","","","山形県","長井市","寺泉","",1378,34,43,56,46,23,53,59,60,64,54,79,103,125,123,71,82,110,118,50,21,4,-,76790,56.2256894049,133,666,579,385,193,16,621,15,17,22,23,9,25,31,33,33,31,43,51,60,65,34,39,39,35,12,3,1,-,33142,53.8687600644,54,339,228,129,51,3,757,19,26,34,23,14,28,28,27,31,23,36,52,65,58,37,43,71,83,38,18,3,-,43648,58.1591809775,79,327,351,256,142,13
3022,"06209","030001","3","","","","山形県","長井市","寺泉","五祭所",152,5,7,7,3,1,10,11,5,6,7,9,10,19,15,8,6,14,8,-,1,-,-,7829,52.0065789474,19,81,52,29,9,4,65,1,2,3,1,-,3,5,3,3,3,6,4,9,7,4,4,4,3,-,-,-,-,3460,53.7307692308,6,37,22,11,3,-,87,4,5,4,2,1,7,6,2,3,4,3,6,10,8,4,2,10,5,-,1,-,-,4369,50.7183908046,13,44,30,18,6,4
3023,"06209","030002","3","","","","山形県","長井市","寺泉","平田",182,5,7,15,6,4,2,9,10,17,4,11,13,19,13,11,15,11,5,3,2,-,-,9148,50.7637362637,27,95,60,36,10,4,87,3,4,5,4,1,1,3,7,7,3,7,7,7,8,6,6,4,3,1,-,-,-,4309,50.0287356322,12,47,28,14,4,1,95,2,3,10,2,3,1,6,3,10,1,4,6,12,5,5,9,7,2,2,2,-,-,4839,51.4368421053,15,48,32,22,6,3
3024,"06209","030003","3","","","","山形県","長井市","寺泉","上野",111,2,3,6,2,2,7,5,7,4,5,9,6,14,12,6,7,6,3,5,-,-,-,5833,53.0495495495,11,61,39,21,8,1,51,1,2,2,-,-,5,5,3,2,2,5,3,6,8,2,4,1,-,-,-,-,-,2495,49.4215686275,5,31,15,5,-,-,60,1,1,4,2,2,2,-,4,2,3,4,3,8,4,4,3,5,3,5,-,-,-,3338,56.1333333333,6,30,24,16,8,1
3025,"06209","030004","3","","","","山形県","長井市","寺泉","上郷",348,8,7,5,6,5,10,10,7,9,9,16,19,10,25,16,23,43,66,33,17,4,-,23516,68.0747126437,20,101,227,186,120,3,139,4,4,2,3,2,6,7,5,3,6,9,11,5,11,9,9,17,15,7,3,1,-,8377,60.7661870504,10,57,72,52,26,2,209,4,3,3,3,3,4,3,2,6,3,7,8,5,14,7,14,26,51,26,14,3,-,15139,72.9354066986,10,44,155,134,94,1
3026,"06209","030005","3","","","","山形県","長井市","寺泉","山岸",147,7,7,7,8,1,7,8,3,7,9,9,9,14,16,9,7,6,9,3,1,-,-,7306,50.2006802721,21,75,51,26,13,1,68,4,2,3,4,-,2,4,1,4,6,4,5,8,8,4,4,1,3,1,-,-,-,3347,49.7205882353,9,38,21,9,4,-,79,3,5,4,4,1,5,4,2,3,3,5,4,6,8,5,3,5,6,2,1,-,-,3959,50.6139240506,12,37,30,17,9,1
3027,"06209","030006","3","","","","山形県","長井市","寺泉","福田",54,1,-,2,-,1,2,4,2,2,2,4,12,8,3,1,2,5,3,-,-,-,-,2962,55.3518518519,3,37,14,10,3,-,28,1,-,2,-,-,2,3,1,1,2,2,5,5,-,1,-,2,1,-,-,-,-,1371,49.4642857143,3,21,4,3,1,-,26,-,-,-,-,1,-,1,1,1,-,2,7,3,3,-,2,3,2,-,-,-,-,1591,61.6923076923,-,16,10,7,2,-
3028,"06209","030007","3","","","","山形県","長井市","寺泉","谷地",183,3,7,5,8,5,4,8,12,10,6,9,17,23,21,9,8,15,11,2,-,-,-,9793,54.0136612022,15,102,66,36,13,2,82,-,1,-,3,4,2,4,7,7,2,4,6,12,13,4,4,5,4,-,-,-,-,4490,55.2560975610,1,51,30,13,4,-,101,3,6,5,5,1,2,4,5,3,4,5,11,11,8,5,4,10,7,2,-,-,-,5303,53.0049504950,14,51,36,23,9,2
3029,"06209","030008","3","","","","山形県","長井市","寺泉","中の目",136,2,5,5,9,2,10,2,8,5,10,10,11,10,10,9,13,6,6,3,-,-,-,6960,51.6764705882,12,77,47,28,9,1,70,-,2,2,6,2,3,-,3,5,6,6,5,5,5,4,7,3,4,2,-,-,-,3697,53.3142857143,4,41,25,16,6,-,66,2,3,3,3,-,7,2,5,-,4,4,6,5,5,5,6,3,2,1,-,-,-,3263,49.9393939394,8,36,22,12,3,1
3030,"06209","030009","3","","","","山形県","長井市","寺泉","高堰",65,1,-,4,4,2,1,2,6,4,2,2,6,8,8,2,1,4,7,1,-,-,-,3443,53.4692307692,5,37,23,13,8,-,31,1,-,3,2,-,1,-,3,1,1,-,5,3,5,-,1,2,2,1,-,-,-,1596,51.9838709677,4,16,11,6,3,-,34,-,-,1,2,2,-,2,3,3,1,2,1,5,3,2,-,2,5,-,-,-,-,1847,54.8235294118,1,21,12,7,5,-
3031,"06209","030010","3","","","","山形県","長井市","寺泉","寺泉",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3032,"06209","0310","2","","","","山形県","長井市","川原沢","",422,19,18,16,11,10,18,24,20,11,17,34,37,39,32,20,32,24,29,9,2,-,-,21872,52.3293838863,53,221,148,96,40,-,200,10,7,9,6,2,8,14,11,6,9,18,20,22,16,13,11,9,7,1,1,-,-,9875,49.8750000000,26,116,58,29,9,-,222,9,11,7,5,8,10,10,9,5,8,16,17,17,16,7,21,15,22,8,1,-,-,11997,54.5405405405,27,105,90,67,31,-
3033,"06209","031001","3","","","","山形県","長井市","川原沢","川南",169,8,10,9,-,2,8,11,11,4,4,8,14,19,14,12,4,7,18,5,1,-,-,8745,52.2455621302,27,81,61,35,24,-,78,4,3,6,-,-,4,5,7,3,3,3,7,10,7,7,-,3,5,1,-,-,-,3790,49.0897435897,13,42,23,9,6,-,91,4,7,3,-,2,4,6,4,1,1,5,7,9,7,5,4,4,13,4,1,-,-,4955,54.9505494505,14,39,38,26,18,-
3034,"06209","031002","3","","","","山形県","長井市","川原沢","川中",130,9,3,2,4,4,6,8,3,4,8,13,11,9,11,4,13,8,8,2,-,-,-,6739,52.3384615385,14,70,46,31,10,-,61,5,2,1,3,1,1,5,1,2,4,6,7,7,6,3,5,1,1,-,-,-,-,2930,48.5327868852,8,37,16,7,1,-,69,4,1,1,1,3,5,3,2,2,4,7,4,2,5,1,8,7,7,2,-,-,-,3809,55.7028985507,6,33,30,24,9,-
3035,"06209","031003","3","","","","山形県","長井市","川原沢","川北",123,2,5,5,7,4,4,5,6,3,5,13,12,11,7,4,15,9,3,2,1,-,-,6388,52.4349593496,12,70,41,30,6,-,61,1,2,2,3,1,3,4,3,1,2,9,6,5,3,3,6,5,1,-,1,-,-,3155,52.2213114754,5,37,19,13,2,-,62,1,3,3,4,3,1,1,3,2,3,4,6,6,4,1,9,4,2,2,-,-,-,3233,52.6451612903,7,33,22,17,4,-
3036,"06209","031004","3","","","","山形県","長井市","川原沢","川原沢",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3037,"06209","0320","2","","","","山形県","長井市","草岡","",890,23,41,33,40,27,30,36,47,46,39,50,74,104,71,57,54,64,35,16,2,1,-,45797,51.9573033708,97,493,300,172,54,12,442,15,16,20,24,18,11,17,29,21,19,23,34,59,34,33,26,21,19,3,-,-,-,21973,50.2126696833,51,255,136,69,22,5,448,8,25,13,16,9,19,19,18,25,20,27,40,45,37,24,28,43,16,13,2,1,-,23824,53.6785714286,46,238,164,103,32,7
3038,"06209","032001","3","","","","山形県","長井市","草岡","中里",169,1,6,11,6,6,3,4,6,11,7,9,13,21,17,11,16,10,5,5,1,-,-,9123,54.4822485207,18,86,65,37,11,-,78,-,1,9,4,3,-,2,3,3,3,5,8,10,7,7,6,4,2,1,-,-,-,4064,52.6025641026,10,41,27,13,3,-,91,1,5,2,2,3,3,2,3,8,4,4,5,11,10,4,10,6,3,4,1,-,-,5059,56.0934065934,8,45,38,24,8,-
3039,"06209","032002","3","","","","山形県","長井市","草岡","草西",54,2,6,4,1,1,3,1,4,6,2,2,2,5,4,3,2,3,2,1,-,-,-,2429,45.4814814815,12,27,15,8,3,-,25,-,2,2,-,1,2,-,2,4,1,2,-,2,1,2,1,1,1,1,-,-,-,1195,48.3000000000,4,14,7,4,2,-,29,2,4,2,1,-,1,1,2,2,1,-,2,3,3,1,1,2,1,-,-,-,-,1234,43.0517241379,8,13,8,4,1,-
3040,"06209","032003","3","","","","山形県","長井市","草岡","大沖",176,4,8,6,12,6,4,9,8,6,14,14,14,14,7,12,12,14,8,3,-,1,-,8930,51.2386363636,18,101,57,38,12,2,87,4,4,2,7,4,1,7,4,1,8,6,7,8,3,7,6,3,5,-,-,-,-,4133,48.0057471264,10,53,24,14,5,1,89,-,4,4,5,2,3,2,4,5,6,8,7,6,4,5,6,11,3,3,-,1,-,4797,54.3988764045,8,48,33,24,7,1
3041,"06209","032004","3","","","","山形県","長井市","草岡","あら舘",140,5,7,6,8,5,2,3,13,5,7,7,5,17,13,12,6,8,7,4,-,-,-,7102,51.2285714286,18,72,50,25,11,5,70,4,3,4,5,2,-,1,7,2,3,4,2,10,7,6,3,3,4,-,-,-,-,3401,49.0857142857,11,36,23,10,4,3,70,1,4,2,3,3,2,2,6,3,4,3,3,7,6,6,3,5,3,4,-,-,-,3701,53.3714285714,7,36,27,15,7,2
3042,"06209","032005","3","","","","山形県","長井市","草岡","新町",225,9,10,3,11,7,12,12,9,15,8,8,21,26,21,15,13,17,7,1,-,-,-,11283,50.6466666667,22,129,74,38,8,-,117,5,3,1,8,6,5,5,7,9,4,3,9,15,11,9,8,7,2,-,-,-,-,5756,49.6965811966,9,71,37,17,2,-,108,4,7,2,3,1,7,7,2,6,4,5,12,11,10,6,5,10,5,1,-,-,-,5527,51.6759259259,13,58,37,21,6,-
3043,"06209","032006","3","","","","山形県","長井市","草岡","仁府",126,2,4,3,2,2,6,7,7,3,1,10,19,21,9,4,5,12,6,2,1,-,-,6930,55.5000000000,9,78,39,26,9,5,65,2,3,2,-,2,3,2,6,2,-,3,8,14,5,2,2,3,5,1,-,-,-,3424,53.1769230769,7,40,18,11,6,1,61,-,1,1,2,-,3,5,1,1,1,7,11,7,4,2,3,9,1,1,1,-,-,3506,57.9754098361,2,38,21,15,3,4
3044,"06209","032007","3","","","","山形県","長井市","草岡","草岡",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3045,"06209","0330","2","","","","山形県","長井市","勧進代","",718,28,14,23,29,19,20,29,31,39,37,43,46,83,69,62,48,43,32,18,5,-,-,38558,54.2019498607,65,376,277,146,55,1,359,15,8,14,15,9,13,15,16,22,22,23,19,43,37,32,23,19,9,4,1,-,-,18367,51.6615598886,37,197,125,56,14,-,359,13,6,9,14,10,7,14,15,17,15,20,27,40,32,30,25,24,23,14,4,-,-,20191,56.7423398329,28,179,152,90,41,1
3046,"06209","033001","3","","","","山形県","長井市","勧進代","岡",110,8,2,3,1,-,6,10,1,8,6,6,7,12,8,9,7,6,5,4,1,-,-,5796,53.1909090909,13,57,40,23,10,1,55,4,2,2,1,-,4,5,-,5,3,4,2,7,4,4,2,4,-,2,-,-,-,2665,48.9545454545,8,31,16,8,2,-,55,4,-,1,-,-,2,5,1,3,3,2,5,5,4,5,5,2,5,2,1,-,-,3131,57.4272727273,5,26,24,15,8,1
3047,"06209","033002","3","","","","山形県","長井市","勧進代","平",86,4,-,1,7,2,6,2,1,4,6,11,7,4,3,8,13,3,3,1,-,-,-,4503,52.8604651163,5,50,31,20,4,-,42,3,-,-,4,1,3,1,1,2,2,7,3,2,1,3,6,2,1,-,-,-,-,2085,50.1428571429,3,26,13,9,1,-,44,1,-,1,3,1,3,1,-,2,4,4,4,2,2,5,7,1,2,1,-,-,-,2418,55.4545454545,2,24,18,11,3,-
3048,"06209","033003","3","","","","山形県","長井市","勧進代","高野",150,6,3,5,2,2,2,3,11,7,4,7,11,23,19,9,5,13,10,6,2,-,-,8616,57.9400000000,14,72,64,36,18,-,76,2,1,4,1,1,2,2,5,5,3,4,4,12,11,6,2,6,3,1,1,-,-,4185,55.5657894737,7,39,30,13,5,-,74,4,2,1,1,1,-,1,6,2,1,3,7,11,8,3,3,7,7,5,1,-,-,4431,60.3783783784,7,33,34,23,13,-
3049,"06209","033004","3","","","","山形県","長井市","勧進代","唐梅",67,4,2,2,2,3,1,4,2,2,3,4,3,13,6,4,2,5,3,1,1,-,-,3490,52.5895522388,8,37,22,12,5,-,33,2,1,1,1,2,1,2,1,1,3,2,3,4,5,1,1,1,1,-,-,-,-,1566,47.9545454545,4,20,9,3,1,-,34,2,1,1,1,1,-,2,1,1,-,2,-,9,1,3,1,4,2,1,1,-,-,1924,57.0882352941,4,17,13,9,4,-
3050,"06209","033005","3","","","","山形県","長井市","勧進代","御釜",74,2,4,4,6,-,-,1,7,6,4,1,2,4,14,5,7,2,3,1,1,-,-,3777,51.5405405405,10,31,33,14,5,-,37,2,3,3,1,-,-,-,4,4,1,1,1,2,6,3,4,1,1,-,-,-,-,1768,48.2837837838,8,14,15,6,1,-,37,-,1,1,5,-,-,1,3,2,3,-,1,2,8,2,3,1,2,1,1,-,-,2009,54.7972972973,2,17,18,8,4,-
3051,"06209","033006","3","","","","山形県","長井市","勧進代","蔵京",122,1,-,3,6,6,4,2,5,6,4,7,10,17,10,15,7,9,6,4,-,-,-,6935,57.3442622951,4,67,51,26,10,-,62,1,-,2,3,2,2,2,3,3,3,1,6,9,5,9,4,3,3,1,-,-,-,3434,55.8870967742,3,34,25,11,4,-,60,-,-,1,3,4,2,-,2,3,1,6,4,8,5,6,3,6,3,3,-,-,-,3501,58.8500000000,1,33,26,15,6,-
3052,"06209","033007","3","","","","山形県","長井市","勧進代","里巻",109,3,3,5,5,6,1,7,4,6,10,7,6,10,9,12,7,5,2,1,-,-,-,5441,50.4174311927,11,62,36,15,3,-,54,1,1,2,4,3,1,3,2,2,7,4,-,7,5,6,4,2,-,-,-,-,-,2664,49.8333333333,4,33,17,6,-,-,55,2,2,3,1,3,-,4,2,4,3,3,6,3,4,6,3,3,2,1,-,-,-,2777,50.9909090909,7,29,19,9,3,-
3053,"06209","033008","3","","","","山形県","長井市","勧進代","勧進代",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3054,"06209","0340","2","","","","山形県","長井市","平山","",1043,41,53,47,45,34,42,48,60,56,49,55,74,114,83,48,68,63,42,18,2,1,-,51271,49.6572387344,141,577,325,194,63,2,507,20,23,23,26,17,15,30,33,30,24,25,39,59,41,31,26,27,14,4,-,-,-,24228,48.2869822485,66,298,143,71,18,-,536,21,30,24,19,17,27,18,27,26,25,30,35,55,42,17,42,36,28,14,2,1,-,27043,50.9533582090,75,279,182,123,45,2
3055,"06209","034001","3","","","","山形県","長井市","平山","小坂",88,3,11,2,2,3,3,3,6,6,4,3,8,7,8,6,3,8,1,1,-,-,-,4119,47.3068181818,16,45,27,13,2,-,44,2,3,2,1,1,1,2,3,3,3,2,5,3,3,5,1,4,-,-,-,-,-,2093,48.0681818182,7,24,13,5,-,-,44,1,8,-,1,2,2,1,3,3,1,1,3,4,5,1,2,4,1,1,-,-,-,2026,46.5454545455,9,21,14,8,2,-
3056,"06209","034002","3","","","","山形県","長井市","平山","舎子",85,1,1,4,4,3,4,7,1,1,10,6,5,10,1,5,11,5,4,2,-,-,-,4496,53.3941176471,6,51,28,22,6,-,45,1,1,1,3,1,1,6,-,1,5,3,3,4,1,2,5,4,2,1,-,-,-,2357,52.8777777778,3,27,15,12,3,-,40,-,-,3,1,2,3,1,1,-,5,3,2,6,-,3,6,1,2,1,-,-,-,2139,53.9750000000,3,24,13,10,3,-
3057,"06209","034003","3","","","","山形県","長井市","平山","如来堂",71,3,2,3,6,4,5,3,3,1,5,6,5,7,-,5,5,3,3,2,-,-,-,3342,47.5704225352,8,45,18,13,5,-,37,3,-,1,4,2,3,2,1,1,2,3,3,4,-,3,2,1,1,1,-,-,-,1657,45.2837837838,4,25,8,5,2,-,34,-,2,2,2,2,2,1,2,-,3,3,2,3,-,2,3,2,2,1,-,-,-,1685,50.0588235294,4,20,10,8,3,-
3058,"06209","034004","3","","","","山形県","長井市","平山","木口",125,7,4,7,7,2,5,5,6,9,3,5,9,17,12,9,5,6,4,2,1,-,-,6103,49.3240000000,18,68,39,18,7,1,65,3,4,5,5,-,-,4,3,5,1,2,4,9,6,7,1,3,3,-,-,-,-,3043,47.3153846154,12,33,20,7,3,-,60,4,-,2,2,2,5,1,3,4,2,3,5,8,6,2,4,3,1,2,1,-,-,3060,51.5000000000,6,35,19,11,4,1
3059,"06209","034005","3","","","","山形県","長井市","平山","宮地",125,4,7,5,8,5,5,5,7,14,8,12,8,9,7,3,13,3,-,1,1,-,-,5621,45.4680000000,16,81,28,18,2,1,60,1,2,2,4,4,2,3,3,7,4,6,4,4,4,3,5,2,-,-,-,-,-,2752,46.3666666667,5,41,14,7,-,-,65,3,5,3,4,1,3,2,4,7,4,6,4,5,3,-,8,1,-,1,1,-,-,2869,44.6384615385,11,40,14,11,2,1
3060,"06209","034006","3","","","","山形県","長井市","平山","中里",141,8,11,8,5,1,5,9,13,7,5,3,4,22,15,4,5,7,7,2,-,-,-,6521,46.7482269504,27,74,40,21,9,-,68,2,6,3,3,1,2,5,9,4,3,1,2,12,6,3,-,3,3,-,-,-,-,3037,45.1617647059,11,42,15,6,3,-,73,6,5,5,2,-,3,4,4,3,2,2,2,10,9,1,5,4,4,2,-,-,-,3484,48.2260273973,16,32,25,15,6,-
3061,"06209","034007","3","","","","山形県","長井市","平山","桜町",123,6,8,6,5,5,6,7,4,9,4,7,9,13,16,6,3,5,2,2,-,-,-,5623,46.2154471545,20,69,34,12,4,-,60,3,3,4,1,3,3,3,3,5,2,3,6,6,8,3,1,2,-,1,-,-,-,2711,45.6833333333,10,35,15,4,1,-,63,3,5,2,4,2,3,4,1,4,2,4,3,7,8,3,2,3,2,1,-,-,-,2912,46.7222222222,10,34,19,8,3,-
3062,"06209","034008","3","","","","山形県","長井市","平山","北向",185,4,5,6,5,10,6,5,12,4,8,7,17,20,15,6,14,17,18,5,-,1,-,10386,56.6405405405,15,94,76,55,24,-,81,3,1,3,4,5,2,1,8,2,3,3,6,11,9,2,7,6,4,1,-,-,-,4253,53.0061728395,7,45,29,18,5,-,104,1,4,3,1,5,4,4,4,2,5,4,11,9,6,4,7,11,14,4,-,1,-,6133,59.4711538462,8,49,47,37,19,-
3063,"06209","034009","3","","","","山形県","長井市","平山","浦原",100,5,4,6,3,1,3,4,8,5,2,6,9,9,9,4,9,9,3,1,-,-,-,5060,51.1000000000,15,50,35,22,4,-,47,2,3,2,1,-,1,4,3,2,1,2,6,6,4,3,4,2,1,-,-,-,-,2325,49.9680851064,7,26,14,7,1,-,53,3,1,4,2,1,2,-,5,3,1,4,3,3,5,1,5,7,2,1,-,-,-,2735,52.1037735849,8,24,21,15,3,-
3064,"06209","034010","3","","","","山形県","長井市","平山","平山",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3065,"06209","0350","2","","","","山形県","長井市","九野本","",1693,72,68,102,91,65,71,82,88,123,111,105,105,118,127,101,91,78,60,27,6,1,1,79270,47.3498817967,242,959,491,263,94,9,823,31,44,45,49,29,34,40,47,62,57,62,53,63,59,54,36,32,18,6,1,1,-,37278,45.7952612394,120,496,207,94,26,1,870,41,24,57,42,36,37,42,41,61,54,43,52,55,68,47,55,46,42,21,5,-,1,41992,48.8222094361,122,463,284,169,68,8
3066,"06209","035001","3","","","","山形県","長井市","九野本","舘",78,3,1,5,4,3,2,2,4,6,5,6,3,9,9,7,3,1,4,1,-,-,-,3852,49.8846153846,9,44,25,9,5,-,35,1,1,3,2,1,2,-,2,5,1,2,2,5,5,2,1,-,-,-,-,-,-,1572,45.4142857143,5,22,8,1,-,-,43,2,-,2,2,2,-,2,2,1,4,4,1,4,4,5,2,1,4,1,-,-,-,2280,53.5232558140,4,22,17,8,5,-
3067,"06209","035002","3","","","","山形県","長井市","九野本","善並",110,4,3,6,8,7,2,-,2,10,5,11,8,6,8,10,8,8,2,2,-,-,-,5426,49.8272727273,13,59,38,20,4,-,58,2,2,3,4,3,2,-,1,6,3,7,6,1,4,6,4,3,1,-,-,-,-,2763,48.1379310345,7,33,18,8,1,-,52,2,1,3,4,4,-,-,1,4,2,4,2,5,4,4,4,5,1,2,-,-,-,2663,51.7115384615,6,26,20,12,3,-
3068,"06209","035003","3","","","","山形県","長井市","九野本","伊勢堂",110,6,4,4,4,2,6,6,8,3,3,8,12,8,9,6,10,4,4,2,1,-,-,5474,50.2636363636,14,60,36,21,7,-,48,3,2,3,3,1,1,2,5,-,3,3,5,5,4,3,4,-,1,-,-,-,-,2181,45.9375000000,8,28,12,5,1,-,62,3,2,1,1,1,5,4,3,3,-,5,7,3,5,3,6,4,3,2,1,-,-,3293,53.6129032258,6,32,24,16,6,-
3069,"06209","035004","3","","","","山形県","長井市","九野本","なた柄",99,2,2,6,3,1,2,2,7,2,7,9,7,8,6,9,5,15,4,2,-,-,-,5487,55.9242424242,10,48,41,26,6,-,52,2,2,3,1,-,2,1,4,2,3,7,3,3,3,4,1,9,2,-,-,-,-,2724,52.8846153846,7,26,19,12,2,-,47,-,-,3,2,1,-,1,3,-,4,2,4,5,3,5,4,6,2,2,-,-,-,2763,59.2872340426,3,22,22,14,4,-
3070,"06209","035005","3","","","","山形県","長井市","九野本","大久保",77,3,4,2,2,3,6,3,4,3,3,4,8,5,8,1,8,5,3,2,-,-,-,3885,50.9545454545,9,41,27,18,5,-,36,1,2,1,2,-,3,1,2,2,1,3,3,4,4,1,2,3,1,-,-,-,-,1784,50.0555555556,4,21,11,6,1,-,41,2,2,1,-,3,3,2,2,1,2,1,5,1,4,-,6,2,2,2,-,-,-,2101,51.7439024390,5,20,16,12,4,-
3071,"06209","035006","3","","","","山形県","長井市","九野本","長渡",203,4,8,14,6,6,3,7,7,17,18,12,6,12,20,18,11,9,13,8,3,1,-,10804,53.7216748768,26,94,83,45,25,1,94,2,4,7,3,2,2,5,4,6,8,10,3,4,8,11,5,3,4,2,-,1,-,4744,50.9680851064,13,47,34,15,7,-,109,2,4,7,3,4,1,2,3,11,10,2,3,8,12,7,6,6,9,6,3,-,-,6060,56.0963302752,13,47,49,30,18,1
3072,"06209","035007","3","","","","山形県","長井市","九野本","石塚",109,3,9,5,8,5,4,7,3,10,11,6,6,8,6,8,4,4,2,-,-,-,-,4707,43.6834862385,17,68,24,10,2,1,61,1,7,4,4,2,4,4,1,5,6,4,3,4,4,4,1,2,1,-,-,-,-,2482,41.1885245902,12,37,12,4,1,-,48,2,2,1,4,3,-,3,2,5,5,2,3,4,2,4,3,2,1,-,-,-,-,2225,46.8541666667,5,31,12,6,1,1
