1,平成27年国勢調査　小地域集計　（総務省統計局）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,第3表　年齢（5歳階級），男女別人口，総年齢及び平均年齢(外国人―特掲）－町丁・字等,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,1) 日本人・外国人の別「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,2) 無国籍及び国名「不詳」を含む。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,総数（男女別）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,男,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,女,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,市区町村コード,町丁字コード,地域識別番号,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2),総数（年齢） 1),0～4歳,5～9歳,10～14歳,15～19歳,20～24歳,25～29歳,30～34歳,35～39歳,40～44歳,45～49歳,50～54歳,55～59歳,60～64歳,65～69歳,70～74歳,75～79歳,80～84歳,85～89歳,90～94歳,95～99歳,100歳以上,年齢「不詳」,総年齢,平均年齢,（再掲）15歳未満,（再掲）15～64歳,（再掲）65歳以上,（再掲）75歳以上,（再掲）85歳以上,（再掲）外国人 2)
3616,"06213","0070","2","","","","山形県","南陽市","長岡","",644,30,47,32,35,14,34,43,54,56,41,30,38,35,43,32,32,21,19,8,-,-,-,27841,43.7313664596,109,380,155,80,27,9,305,12,22,16,18,6,14,24,28,28,21,20,15,17,23,14,11,9,5,2,-,-,-,12818,42.5262295082,50,191,64,27,7,3,339,18,25,16,17,8,20,19,26,28,20,10,23,18,20,18,21,12,14,6,-,-,-,15023,44.8156342183,59,189,91,53,20,6
3617,"06213","0080","2","","","","山形県","南陽市","三間通","",2103,77,102,123,94,70,93,113,135,142,143,155,142,146,121,114,98,122,70,31,7,2,3,98203,47.2633333333,302,1233,565,330,110,13,964,41,59,61,46,31,41,58,65,67,62,78,77,65,48,58,30,47,25,1,1,-,3,42214,44.4271592092,161,590,210,104,27,4,1139,36,43,62,48,39,52,55,70,75,81,77,65,81,73,56,68,75,45,30,6,2,-,55989,49.6562774363,141,643,355,226,83,9
3618,"06213","008001","3","","","","山形県","南陽市","三間通","桜木町一",900,25,32,59,48,36,42,50,54,51,65,79,63,75,51,52,37,48,23,6,2,-,2,41559,46.7795100223,116,563,219,116,31,12,410,15,19,30,21,17,16,26,28,23,24,38,31,33,25,22,11,21,8,-,-,-,2,17974,44.5539215686,64,257,87,40,8,4,490,10,13,29,27,19,26,24,26,28,41,41,32,42,26,30,26,27,15,6,2,-,-,23585,48.6326530612,52,306,132,76,23,8
3619,"06213","008002","3","","","","山形県","南陽市","三間通","桜木町二",406,15,18,26,19,17,20,11,29,31,34,32,27,17,19,26,21,21,17,4,1,1,-,18806,46.8201970443,59,237,110,65,23,1,184,8,12,10,11,5,10,5,12,15,15,17,16,5,7,12,7,9,7,1,-,-,-,8130,44.6847826087,30,111,43,24,8,-,222,7,6,16,8,12,10,6,17,16,19,15,11,12,12,14,14,12,10,3,1,1,-,10676,48.5900900901,29,126,67,41,15,1
3620,"06213","008003","3","","","","山形県","南陽市","三間通","三間通",772,34,48,36,26,15,30,50,49,59,44,43,52,54,49,36,38,53,30,21,4,1,-,37138,48.6062176166,118,422,232,147,56,-,359,17,26,20,14,8,14,26,24,29,23,23,30,27,15,24,11,17,10,-,1,-,-,15815,44.5529247911,63,218,78,39,11,-,413,17,22,16,12,7,16,24,25,30,21,20,22,27,34,12,27,36,20,21,3,1,-,21323,52.1295399516,55,204,154,108,45,-
3621,"06213","008004","3","","","","山形県","南陽市","三間通","諏訪町",25,3,4,2,1,2,1,2,3,1,-,1,-,-,2,-,2,-,-,-,-,-,1,700,29.6666666667,9,11,4,2,-,-,11,1,2,1,-,1,1,1,1,-,-,-,-,-,1,-,1,-,-,-,-,-,1,295,30.0000000000,4,4,2,1,-,-,14,2,2,1,1,1,-,1,2,1,-,1,-,-,1,-,1,-,-,-,-,-,-,405,29.4285714286,5,7,2,1,-,-
3622,"06213","0090","2","","","","山形県","南陽市","大橋","",241,9,7,8,9,10,14,12,15,10,11,17,23,20,17,23,13,13,6,2,-,2,-,11971,50.1721991701,24,141,76,36,10,-,118,5,4,4,3,4,7,4,8,5,8,6,12,12,9,13,5,5,3,1,-,-,-,5838,49.9745762712,13,69,36,14,4,-,123,4,3,4,6,6,7,8,7,5,3,11,11,8,8,10,8,8,3,1,-,2,-,6133,50.3617886179,11,72,40,22,6,-
3623,"06213","0100","2","","","","山形県","南陽市","上野","",70,1,3,6,2,1,1,-,7,5,3,3,5,9,8,6,5,3,1,1,-,-,-,3551,51.2285714286,10,36,24,10,2,-,37,1,1,3,2,1,1,-,3,5,1,1,3,5,5,2,1,2,-,-,-,-,-,1742,47.5810810811,5,22,10,3,-,-,33,-,2,3,-,-,-,-,4,-,2,2,2,4,3,4,4,1,1,1,-,-,-,1809,55.3181818182,5,14,14,7,2,-
3624,"06213","0110","2","","","","山形県","南陽市","川樋","",633,10,15,20,28,21,16,18,18,32,30,31,48,52,57,44,51,59,40,31,10,2,-,36637,58.3783570300,45,294,294,193,83,3,300,5,7,11,13,17,13,7,9,14,14,12,30,28,32,23,25,23,10,6,-,1,-,16197,54.4900000000,23,157,120,65,17,-,333,5,8,9,15,4,3,11,9,18,16,19,18,24,25,21,26,36,30,25,10,1,-,20440,61.8813813814,22,137,174,128,66,3
3625,"06213","0120","2","","","","山形県","南陽市","釜渡戸","",17,-,-,-,-,1,-,-,-,1,1,-,4,2,-,1,1,3,3,-,-,-,-,1124,66.6176470588,-,9,8,7,3,-,7,-,-,-,-,-,-,-,-,1,-,-,2,1,-,1,-,1,1,-,-,-,-,461,66.3571428571,-,4,3,2,1,-,10,-,-,-,-,1,-,-,-,-,1,-,2,1,-,-,1,2,2,-,-,-,-,663,66.8000000000,-,5,5,5,2,-
3626,"06213","0130","2","","","","山形県","南陽市","小岩沢","",436,7,18,17,9,16,11,26,26,18,21,20,29,45,54,37,31,23,18,9,1,-,-,23188,53.6834862385,42,221,173,82,28,-,220,6,9,7,4,10,9,12,14,7,15,10,13,17,30,20,16,12,6,3,-,-,-,11343,52.0590909091,22,111,87,37,9,-,216,1,9,10,5,6,2,14,12,11,6,10,16,28,24,17,15,11,12,6,1,-,-,11845,55.3379629630,20,110,86,45,19,-
3627,"06213","0140","2","","","","山形県","南陽市","元中山","",182,5,2,9,8,9,5,7,4,5,6,18,12,22,17,13,15,16,5,4,-,-,-,9800,54.3461538462,16,96,70,40,9,-,82,-,1,5,1,1,3,4,2,1,4,7,9,13,8,10,4,6,3,-,-,-,-,4623,56.8780487805,6,45,31,13,3,-,100,5,1,4,7,8,2,3,2,4,2,11,3,9,9,3,11,10,2,4,-,-,-,5177,52.2700000000,10,51,39,27,6,-
3628,"06213","0150","2","","","","山形県","南陽市","新田","",144,3,2,3,4,7,4,4,4,6,5,14,12,16,11,8,21,10,9,1,-,-,-,8169,57.2291666667,8,76,60,41,10,-,70,2,1,-,2,4,3,2,2,3,2,6,8,10,5,2,7,6,5,-,-,-,-,3901,56.2285714286,3,42,25,18,5,-,74,1,1,3,2,3,1,2,2,3,3,8,4,6,6,6,14,4,4,1,-,-,-,4268,58.1756756757,5,34,35,23,5,-
3629,"06213","0160","2","","","","山形県","南陽市","宮内","",7340,210,271,325,340,221,285,365,392,406,447,464,558,598,602,488,434,428,303,147,38,7,11,370073,50.9943375631,806,4076,2447,1357,495,29,3442,102,136,166,158,115,154,178,201,203,217,224,294,280,307,236,192,148,80,36,6,1,8,165636,48.7341292953,404,2024,1006,463,123,3,3898,108,135,159,182,106,131,187,191,203,230,240,264,318,295,252,242,280,223,111,32,6,3,204437,52.9870346598,402,2052,1441,894,372,26
3630,"06213","016000","3","","","","山形県","南陽市","宮内","",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
3631,"06213","016001","3","","","","山形県","南陽市","宮内","足軽町",201,1,2,4,14,11,3,7,9,10,8,15,29,21,13,9,6,20,14,5,-,-,-,10987,55.1616915423,7,127,67,45,19,1,93,1,1,3,9,6,-,4,5,3,2,6,14,10,10,5,3,7,3,1,-,-,-,4757,51.6505376344,5,59,29,14,4,-,108,-,1,1,5,5,3,3,4,7,6,9,15,11,3,4,3,13,11,4,-,-,-,6230,58.1851851852,2,68,38,31,15,1
3632,"06213","016002","3","","","","山形県","南陽市","宮内","久保",138,1,3,8,5,4,3,2,11,4,8,6,14,13,13,16,7,8,8,3,1,-,-,7564,55.3115942029,12,70,56,27,12,1,63,-,2,3,2,1,3,1,8,3,4,-,6,5,9,8,2,2,2,2,-,-,-,3322,53.2301587302,5,33,25,8,4,-,75,1,1,5,3,3,-,1,3,1,4,6,8,8,4,8,5,6,6,1,1,-,-,4242,57.0600000000,7,37,31,19,8,1
3633,"06213","016003","3","","","","山形県","南陽市","宮内","粡町",139,4,2,2,6,3,7,10,4,6,5,4,13,15,16,5,9,12,7,7,2,-,-,7834,56.8597122302,8,73,58,37,16,1,70,4,2,2,2,1,2,7,2,2,2,1,6,8,9,3,4,6,2,4,1,-,-,3803,54.8285714286,8,33,29,17,7,-,69,-,-,-,4,2,5,3,2,4,3,3,7,7,7,2,5,6,5,3,1,-,-,4031,58.9202898551,-,40,29,20,9,1
3634,"06213","016004","3","","","","山形県","南陽市","宮内","横町",129,4,7,7,5,2,10,7,3,8,8,7,13,8,4,14,4,13,3,1,-,1,-,6299,49.3294573643,18,71,40,22,5,1,51,2,4,2,2,-,5,2,2,3,3,1,8,4,-,6,2,3,2,-,-,-,-,2400,47.5588235294,8,30,13,7,2,-,78,2,3,5,3,2,5,5,1,5,5,6,5,4,4,8,2,10,1,1,-,1,-,3899,50.4871794872,10,41,27,15,3,1
3635,"06213","016005","3","","","","山形県","南陽市","宮内","仲ノ丁",40,-,-,2,2,1,1,1,-,1,4,2,5,-,-,6,6,6,2,-,-,1,-,2439,61.4750000000,2,17,21,15,3,-,19,-,-,1,-,-,-,-,-,1,3,1,3,-,-,2,3,3,1,-,-,1,-,1238,65.6578947368,1,8,10,8,2,-,21,-,-,1,2,1,1,1,-,-,1,1,2,-,-,4,3,3,1,-,-,-,-,1201,57.6904761905,1,9,11,7,1,-
3636,"06213","016006","3","","","","山形県","南陽市","宮内","元屋敷",41,-,1,2,2,1,-,-,5,-,-,2,4,5,2,4,6,4,3,-,-,-,-,2395,58.9146341463,3,19,19,13,3,-,18,-,1,1,2,1,-,-,3,-,-,-,3,1,2,1,1,1,1,-,-,-,-,876,49.1666666667,2,10,6,3,1,-,23,-,-,1,-,-,-,-,2,-,-,2,1,4,-,3,5,3,2,-,-,-,-,1519,66.5434782609,1,9,13,10,2,-
3637,"06213","016007","3","","","","山形県","南陽市","宮内","菖蒲沢町",150,1,5,3,5,8,5,7,5,5,5,11,16,20,14,6,7,13,9,4,1,-,-,8272,55.6466666667,9,87,54,34,14,-,64,-,1,1,2,3,3,4,3,3,1,5,7,10,7,3,1,6,3,1,-,-,-,3508,55.3125000000,2,41,21,11,4,-,86,1,4,2,3,5,2,3,2,2,4,6,9,10,7,3,6,7,6,3,1,-,-,4764,55.8953488372,7,46,33,23,10,-
3638,"06213","016008","3","","","","山形県","南陽市","宮内","宮町",74,-,-,1,2,3,6,5,-,1,3,7,7,9,7,1,6,8,7,1,-,-,-,4320,58.8783783784,1,43,30,22,8,2,30,-,-,1,1,-,2,2,-,1,1,2,4,4,4,-,3,2,3,-,-,-,-,1749,58.8000000000,1,17,12,8,3,-,44,-,-,-,1,3,4,3,-,-,2,5,3,5,3,1,3,6,4,1,-,-,-,2571,58.9318181818,-,26,18,14,5,2
3639,"06213","016009","3","","","","山形県","南陽市","宮内","田町上",93,2,4,2,5,4,3,5,3,5,6,4,5,18,7,4,3,4,7,2,-,-,-,4798,52.0913978495,8,58,27,16,9,1,44,1,2,1,2,2,3,1,2,3,2,3,3,9,2,3,2,1,2,-,-,-,-,2180,50.0454545455,4,30,10,5,2,-,49,1,2,1,3,2,-,4,1,2,4,1,2,9,5,1,1,3,5,2,-,-,-,2618,53.9285714286,4,28,17,11,7,1
3640,"06213","016010","3","","","","山形県","南陽市","宮内","田町下",248,2,6,7,4,5,1,10,8,9,8,11,15,14,12,21,26,23,35,24,4,3,-,16143,65.5927419355,15,85,148,115,66,1,94,1,4,5,2,3,1,6,2,4,4,6,8,7,6,6,11,8,4,6,-,-,-,5258,56.4361702128,10,43,41,29,10,1,154,1,2,2,2,2,-,4,6,5,4,5,7,7,6,15,15,15,31,18,4,3,-,10885,71.1818181818,5,42,107,86,56,-
3641,"06213","016011","3","","","","山形県","南陽市","宮内","新町",146,2,5,6,11,2,3,5,7,9,10,8,7,13,18,16,11,4,6,3,-,-,-,7686,53.1438356164,13,75,58,24,9,-,66,-,3,2,7,2,3,3,3,7,4,2,4,5,4,10,3,1,1,2,-,-,-,3210,49.1363636364,5,40,21,7,3,-,80,2,2,4,4,-,-,2,4,2,6,6,3,8,14,6,8,3,5,1,-,-,-,4476,56.4500000000,8,35,37,17,6,-
3642,"06213","016012","3","","","","山形県","南陽市","宮内","柳町上",92,4,8,5,3,-,2,3,7,6,4,3,5,7,7,9,9,7,1,1,1,-,-,4553,49.9891304348,17,40,35,19,3,-,47,2,3,4,1,-,1,2,4,3,3,2,1,4,4,5,4,4,-,-,-,-,-,2288,49.1808510638,9,21,17,8,-,-,45,2,5,1,2,-,1,1,3,3,1,1,4,3,3,4,5,3,1,1,1,-,-,2265,50.8333333333,8,19,18,11,3,-
3643,"06213","016013","3","","","","山形県","南陽市","宮内","柳町中",102,4,3,2,4,1,5,7,2,4,3,5,10,15,10,4,6,7,7,3,-,-,-,5529,54.7058823529,9,56,37,23,10,-,46,4,3,2,1,-,2,4,-,3,2,2,5,5,5,2,3,-,2,1,-,-,-,2152,47.2826086957,9,24,13,6,3,-,56,-,-,-,3,1,3,3,2,1,1,3,5,10,5,2,3,7,5,2,-,-,-,3377,60.8035714286,-,32,24,17,7,-
3644,"06213","016014","3","","","","山形県","南陽市","宮内","柳町下",102,2,2,5,5,5,4,3,2,4,8,8,7,7,8,11,6,7,6,2,-,-,-,5432,53.7549019608,9,53,40,21,8,-,50,2,-,1,2,5,2,2,1,2,3,5,5,3,2,7,3,2,3,-,-,-,-,2576,52.0200000000,3,30,17,8,3,-,52,-,2,4,3,-,2,1,1,2,5,3,2,4,6,4,3,5,3,2,-,-,-,2856,55.4230769231,6,23,23,13,5,-
3645,"06213","016015","3","","","","山形県","南陽市","宮内","別所町",187,2,2,9,6,5,9,7,8,10,12,9,18,25,21,16,12,6,7,2,1,-,-,10028,54.1256684492,13,109,65,28,10,-,90,1,2,4,3,1,4,5,5,5,6,4,9,15,8,10,4,1,1,2,-,-,-,4681,52.5111111111,7,57,26,8,3,-,97,1,-,5,3,4,5,2,3,5,6,5,9,10,13,6,8,5,6,-,1,-,-,5347,55.6237113402,6,52,39,20,7,-
3646,"06213","016016","3","","","","山形県","南陽市","宮内","黄金町",232,9,13,9,10,8,8,12,9,18,10,15,14,16,31,13,17,11,6,3,-,-,-,11315,49.2715517241,31,120,81,37,9,1,112,5,9,6,5,5,3,5,4,6,5,8,8,8,16,6,8,4,1,-,-,-,-,5149,46.4732142857,20,57,35,13,1,-,120,4,4,3,5,3,5,7,5,12,5,7,6,8,15,7,9,7,5,3,-,-,-,6166,51.8833333333,11,63,46,24,8,1
3647,"06213","016017","3","","","","山形県","南陽市","宮内","南町上",114,2,2,3,5,-,6,7,5,7,7,5,11,9,10,9,5,13,3,3,2,-,-,6291,55.6842105263,7,62,45,26,8,-,43,-,-,1,1,-,4,1,2,3,4,2,6,3,5,4,3,2,1,1,-,-,-,2385,55.9651162791,1,26,16,7,2,-,71,2,2,2,4,-,2,6,3,4,3,3,5,6,5,5,2,11,2,2,2,-,-,3906,55.5140845070,6,36,29,19,6,-
3648,"06213","016018","3","","","","山形県","南陽市","宮内","南町中",45,-,-,-,-,1,-,2,-,1,4,3,4,3,6,6,9,4,1,1,-,-,-,2927,65.5444444444,-,18,27,15,2,-,22,-,-,-,-,-,-,1,-,-,3,2,3,1,3,3,4,2,-,-,-,-,-,1404,64.3181818182,-,10,12,6,-,-,23,-,-,-,-,1,-,1,-,1,1,1,1,2,3,3,5,2,1,1,-,-,-,1523,66.7173913043,-,8,15,9,2,-
3649,"06213","016019","3","","","","山形県","南陽市","宮内","南町下",216,6,14,9,8,15,12,8,14,17,8,12,8,12,22,11,6,9,15,7,2,1,-,10359,48.4583333333,29,114,73,40,25,2,110,5,5,5,4,12,10,2,8,10,3,7,5,5,11,5,4,3,2,4,-,-,-,4769,43.8545454545,15,66,29,13,6,2,106,1,9,4,4,3,2,6,6,7,5,5,3,7,11,6,2,6,13,3,2,1,-,5590,53.2358490566,14,48,44,27,19,-
3650,"06213","016020","3","","","","山形県","南陽市","宮内","富貴田",401,14,16,28,13,14,19,21,26,18,25,29,27,37,38,28,21,14,6,4,3,-,-,18939,47.7294264339,58,229,114,48,13,-,189,5,10,13,4,6,14,9,13,8,12,17,16,14,17,16,10,1,4,-,-,-,-,8643,46.2301587302,28,113,48,15,4,-,212,9,6,15,9,8,5,12,13,10,13,12,11,23,21,12,11,13,2,4,3,-,-,10296,49.0660377358,30,116,66,33,9,-
3651,"06213","016021","3","","","","山形県","南陽市","宮内","錦町",532,23,30,20,29,19,31,19,35,36,32,29,32,38,40,39,40,28,5,5,2,-,-,24774,47.0676691729,73,300,159,80,12,-,255,12,19,9,10,9,18,10,15,17,17,13,17,21,17,16,22,8,3,1,1,-,-,11509,45.6333333333,40,147,68,35,5,-,277,11,11,11,19,10,13,9,20,19,15,16,15,17,23,23,18,20,2,4,1,-,-,13265,48.3880866426,33,153,91,45,7,-
3652,"06213","016022","3","","","","山形県","南陽市","宮内","旭町",137,5,4,2,5,5,2,5,8,6,9,9,15,12,11,7,12,10,8,1,1,-,-,7384,54.3978102190,11,76,50,32,10,-,64,3,4,-,2,2,-,3,4,1,4,5,10,5,6,3,7,3,1,1,-,-,-,3309,52.2031250000,7,36,21,12,2,-,73,2,-,2,3,3,2,2,4,5,5,4,5,7,5,4,5,7,7,-,1,-,-,4075,56.3219178082,4,40,29,20,8,-
3653,"06213","016023","3","","","","山形県","南陽市","宮内","新丁",121,3,3,3,8,3,4,4,1,4,9,13,16,8,10,11,8,6,4,1,2,-,-,6416,53.5247933884,9,70,42,21,7,-,55,1,1,3,3,1,1,1,1,1,3,6,9,4,5,5,7,1,1,-,1,-,-,2969,54.4818181818,5,30,20,10,2,-,66,2,2,-,5,2,3,3,-,3,6,7,7,4,5,6,1,5,3,1,1,-,-,3447,52.7272727273,4,40,22,11,5,-
3654,"06213","016024","3","","","","山形県","南陽市","宮内","本町",245,7,8,12,10,5,4,7,12,15,18,14,20,21,26,17,10,18,16,4,1,-,-,12973,53.4510204082,27,126,92,49,21,-,120,4,5,7,4,5,3,4,4,8,10,5,9,9,18,8,4,7,6,-,-,-,-,5978,50.3166666667,16,61,43,17,6,-,125,3,3,5,6,-,1,3,8,7,8,9,11,12,8,9,6,11,10,4,1,-,-,6995,56.4600000000,11,65,49,32,15,-
3655,"06213","016025","3","","","","山形県","南陽市","宮内","清水町",62,1,1,3,3,1,-,3,4,6,3,6,1,3,9,7,2,6,2,1,-,-,-,3340,54.3709677419,5,30,27,11,3,1,32,1,-,1,2,-,-,2,2,4,2,4,-,1,5,4,1,2,1,-,-,-,-,1685,53.1562500000,2,17,13,4,1,-,30,-,1,2,1,1,-,1,2,2,1,2,1,2,4,3,1,4,1,1,-,-,-,1655,55.6666666667,3,13,14,7,2,1
3656,"06213","016026","3","","","","山形県","南陽市","宮内","六角町上",55,-,4,1,-,-,2,4,2,1,-,3,8,8,4,2,4,8,3,1,-,-,-,3177,58.2636363636,5,28,22,16,4,-,26,-,2,1,-,-,1,2,-,1,-,2,4,5,1,2,-,3,2,-,-,-,-,1432,55.5769230769,3,15,8,5,2,-,29,-,2,-,-,-,1,2,2,-,-,1,4,3,3,-,4,5,1,1,-,-,-,1745,60.6724137931,2,13,14,11,2,-
3657,"06213","016027","3","","","","山形県","南陽市","宮内","六角町中",137,6,10,6,8,2,7,9,10,9,7,2,13,16,10,6,2,7,7,-,-,-,-,6164,45.4927007299,22,83,32,16,7,1,61,2,3,3,3,2,4,3,6,5,5,-,3,10,5,4,1,1,1,-,-,-,-,2684,44.5000000000,8,41,12,3,1,-,76,4,7,3,5,-,3,6,4,4,2,2,10,6,5,2,1,6,6,-,-,-,-,3480,46.2894736842,14,42,20,13,6,1
3658,"06213","016028","3","","","","山形県","南陽市","宮内","六角町下",242,9,10,15,14,6,9,13,13,18,17,15,23,23,16,10,11,6,9,4,-,-,1,11139,46.7199170124,34,151,56,30,13,3,126,5,3,6,7,4,4,8,6,11,9,6,19,12,9,3,7,2,2,2,-,-,1,5813,47.0040000000,14,86,25,13,4,-,116,4,7,9,7,2,5,5,7,7,8,9,4,11,7,7,4,4,7,2,-,-,-,5326,46.4137931034,20,65,31,17,9,3
3659,"06213","016029","3","","","","山形県","南陽市","宮内","和泉町一",404,22,17,15,15,15,20,35,29,22,35,25,15,25,31,28,18,18,14,2,2,-,1,18474,46.3411910670,54,236,113,54,18,-,195,10,7,8,7,6,12,17,16,12,17,14,8,11,18,10,7,9,4,1,1,-,-,8757,45.4076923077,25,120,50,22,6,-,209,12,10,7,8,9,8,18,13,10,18,11,7,14,13,18,11,9,10,1,1,-,1,9717,47.2163461538,29,116,63,32,12,-
3660,"06213","016030","3","","","","山形県","南陽市","宮内","和泉町二",336,3,14,26,11,9,19,16,17,25,23,17,32,14,28,39,21,11,9,2,-,-,-,16306,49.0297619048,43,183,110,43,11,-,171,2,9,13,7,5,11,7,11,14,13,8,12,6,12,22,11,6,2,-,-,-,-,7960,47.0497076023,24,94,53,19,2,-,165,1,5,13,4,4,8,9,6,11,10,9,20,8,16,17,10,5,7,2,-,-,-,8346,51.0818181818,19,89,57,24,9,-
3661,"06213","016031","3","","","","山形県","南陽市","宮内","東町上",250,4,6,14,17,3,7,11,13,12,19,20,24,16,15,12,25,17,12,2,1,-,-,12887,52.0480000000,24,142,84,57,15,-,120,3,3,9,11,2,2,7,5,6,8,9,13,6,8,6,8,10,4,-,-,-,-,5772,48.6000000000,15,69,36,22,4,-,130,1,3,5,6,1,5,4,8,6,11,11,11,10,7,6,17,7,8,2,1,-,-,7115,55.2307692308,9,73,48,35,11,-
3662,"06213","016032","3","","","","山形県","南陽市","宮内","東町下",449,13,24,20,14,13,17,23,27,14,29,41,41,26,51,23,26,27,12,7,1,-,-,22229,50.0077951002,57,245,147,73,20,2,204,6,9,9,5,4,7,14,14,10,14,20,21,10,25,13,8,10,2,2,1,-,-,9942,49.2352941176,24,119,61,23,5,-,245,7,15,11,9,9,10,9,13,4,15,21,20,16,26,10,18,17,10,5,-,-,-,12287,50.6510204082,33,126,86,50,15,2
3663,"06213","016033","3","","","","山形県","南陽市","宮内","吉野町上",405,15,12,18,22,14,10,21,26,27,26,32,31,45,41,18,14,16,8,6,-,-,3,19162,48.1666666667,45,254,103,44,14,-,202,4,5,8,11,6,3,12,16,12,13,17,14,25,27,8,6,9,4,1,-,-,1,9881,49.6592039801,17,129,55,20,5,-,203,11,7,10,11,8,7,9,10,15,13,15,17,20,14,10,8,7,4,5,-,-,2,9281,46.6741293532,28,125,48,24,9,-
3664,"06213","016034","3","","","","山形県","南陽市","宮内","吉野町下",290,6,3,12,17,6,2,8,10,13,14,12,11,19,15,21,25,21,32,33,9,1,-,17876,62.1413793103,21,112,157,121,75,-,113,2,1,7,9,5,2,3,7,6,6,8,6,7,9,10,7,8,6,3,1,-,-,5911,52.8097345133,10,59,44,25,10,-,177,4,2,5,8,1,-,5,3,7,8,4,5,12,6,11,18,13,26,30,8,1,-,11965,68.0988700565,11,53,113,96,65,-
3665,"06213","016035","3","","","","山形県","南陽市","宮内","内原",145,2,7,4,8,5,10,5,2,11,8,16,13,15,6,9,10,11,2,1,-,-,-,7196,50.1275862069,13,93,39,24,3,1,69,-,4,1,3,4,5,2,-,6,5,8,6,8,4,4,4,4,-,1,-,-,-,3423,50.1086956522,5,47,17,9,1,-,76,2,3,3,5,1,5,3,2,5,3,8,7,7,2,5,6,7,2,-,-,-,-,3773,50.1447368421,8,46,22,15,2,1
3666,"06213","016036","3","","","","山形県","南陽市","宮内","砂子田",33,2,1,2,1,-,1,2,1,-,2,1,5,3,5,1,2,2,2,-,-,-,-,1703,52.1060606061,5,16,12,6,2,-,12,1,-,-,-,-,-,1,-,-,1,-,3,1,4,-,1,-,-,-,-,-,-,660,55.5000000000,1,6,5,1,-,-,21,1,1,2,1,-,1,1,1,-,1,1,2,2,1,1,1,2,2,-,-,-,-,1043,50.1666666667,4,10,7,5,2,-
3667,"06213","016038","3","","","","山形県","南陽市","宮内","桜田",607,29,22,38,43,22,33,51,54,44,50,43,26,39,25,29,22,23,5,1,2,-,6,24763,41.7029950083,89,405,107,53,8,10,296,13,9,23,22,12,19,21,27,19,23,23,16,18,10,13,13,6,3,-,-,-,6,11603,40.5103448276,45,200,45,22,3,-,311,16,13,15,21,10,14,30,27,25,27,20,10,21,15,16,9,17,2,1,2,-,-,13160,42.8151125402,44,205,62,31,5,10
3668,"06213","0170","2","","","","山形県","南陽市","池黒","",1053,24,34,45,44,31,40,31,51,65,68,62,75,91,90,79,78,66,46,24,8,1,-,55449,53.1581196581,103,558,392,223,79,4,520,15,20,20,23,15,26,14,28,32,39,32,37,48,47,37,40,25,16,5,1,-,-,26109,50.7096153846,55,294,171,87,22,1,533,9,14,25,21,16,14,17,23,33,29,30,38,43,43,42,38,41,30,19,7,1,-,29340,55.5469043152,48,264,221,136,57,3
